id,status,identities,languages,affiliation,student,gender,num_languages,new_to_uchicago,new_to_chicago,new_to_usa,international
1,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
2,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
3,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
4,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
5,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
6,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
7,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
8,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
9,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
10,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
11,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
12,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
13,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
14,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
15,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
16,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
17,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
18,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
19,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
20,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
21,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
22,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
23,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
24,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
25,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
26,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
27,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
28,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
29,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
30,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
31,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
32,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
33,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
34,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
35,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
36,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
37,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
38,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
39,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
40,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
41,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
42,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
43,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
44,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
45,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
46,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
47,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
48,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
49,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
50,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
51,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
52,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
53,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
54,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
55,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
56,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
57,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
58,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
59,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
60,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
61,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
62,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
63,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
64,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
65,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
66,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
67,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
68,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
69,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
70,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
71,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
72,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
73,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
74,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
75,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
76,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
77,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
78,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
79,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
80,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
81,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
82,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
83,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
84,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
85,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
86,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
87,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
88,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
89,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
90,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
91,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
92,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
93,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
94,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
95,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
96,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
97,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
98,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
99,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
100,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
101,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
102,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
103,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
104,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
105,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
106,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
107,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
108,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
109,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
110,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
111,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
112,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
113,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
114,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
115,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
116,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
117,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
118,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
119,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
120,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
121,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
122,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
123,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
124,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
125,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
126,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
127,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
128,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
129,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
130,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
131,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
132,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
133,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
134,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
135,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
136,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
137,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
138,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
139,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
140,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
141,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
142,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
143,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
144,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
145,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
146,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
147,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
148,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
149,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
150,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
151,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
152,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
153,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
154,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
155,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
156,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
157,uchicago phd student,NA,NA,PhD Student,Graduate,NA,NA,NA,NA,NA,NA
158,uchicago phd student,NA,NA,PhD Student,Graduate,NA,NA,NA,NA,NA,NA
159,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
160,uchicago phd student,NA,NA,PhD Student,Graduate,NA,NA,NA,NA,NA,NA
161,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
162,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
163,uchicago faculty/staff,NA,NA,Faculty/Staff,Faculty/Staff,NA,NA,NA,NA,NA,NA
164,uchicago phd student,NA,NA,PhD Student,Graduate,NA,NA,NA,NA,NA,NA
165,uchicago phd student,NA,NA,PhD Student,Graduate,NA,NA,NA,NA,NA,NA
166,uchicago faculty/staff,NA,NA,Faculty/Staff,Faculty/Staff,NA,NA,NA,NA,NA,NA
167,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
168,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
169,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
170,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
171,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
172,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
173,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
174,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
175,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
176,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
177,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
178,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
179,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
180,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
181,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
182,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
183,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
184,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
185,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
186,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
187,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
188,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
189,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
190,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
191,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
192,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
193,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
194,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
195,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
196,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
197,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
198,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
199,uchicago faculty/staff,NA,NA,Faculty/Staff,Faculty/Staff,NA,NA,NA,NA,NA,NA
200,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
201,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
202,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
203,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
204,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
205,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
206,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
207,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
208,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
209,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
210,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
211,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
212,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
213,uchicago undergraduate student,NA,NA,Undergraduate Student,Undergraduate,NA,NA,NA,NA,NA,NA
